Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0.35354999999981374,1319,,,,-0.01953125,-0.15234375,-1.109375,0.025307697450753463,1.5691848742506105,15.413091659545898,1.1874752016784624,0,4134,18.302664126907892,0,0,0,0,0.80859375,,
0.3786899999999441,1319,,,,-0.05078125,0.17578125,-1.08203125,0.02544064402908999,1.570192485277024,15.41288948059082,1.1898919316055254,0,4133,18.339672835682695,0,0,0,0,0.810546875,,
0.43848999999975785,1319,,,,0.037109375,0.029296875,-0.72265625,0.02551386371768811,1.5688719227620385,15.41250228881836,1.1534064980270342,0,4133,17.776880290779633,0,0,0,0,0.8125,,
0.4717799999997951,1319,,,,-0.041015625,0.033203125,-1.078125,0.025325028276033886,1.5637861200183751,15.412399291992188,1.1829475136520342,0,4130,18.23205942187453,0,0,0,0,0.81640625,,
0.4991699999999255,1319,,,,-0.08203125,-0.126953125,-1.1015625,0.02530781815243421,1.5619307842535193,15.40872859954834,1.390333888125606,0,4132,21.423277544882268,0,0,0,0,0.80859375,,
0.524910000000149,1319,,,,-0.072265625,0.0390625,-1,0.02846144349573013,1.561829013629947,15.412445068359375,1.1502869101287798,0,4156,17.728733815212657,0,0,0,0,0.81640625,,
0.5619849999998696,1319,,,,-0.1484375,0.080078125,-0.76953125,0.029069321991048464,1.5802658671062115,15.414000511169434,1.1094611855270342,0,4172,17.101235280836352,0,0,0,0,0.82421875,,
0.5932199999997392,1319,,,,-0.03515625,-0.06640625,-1.07421875,0.024042491581911067,1.5805351636356104,15.412616729736328,1.1155647011520342,0,4164,17.19377117607915,0,0,0,0,0.822265625,,
0.617589999999851,1319,,,,-0.166015625,-0.107421875,-1.009765625,0.02414510582290913,1.5824486150648656,15.41200065612793,1.1385139199020342,0,4152,17.546777280540933,0,0,0,0,0.8125,,
0.6424849999998696,1319,,,,-0.07421875,0.158203125,-1.21875,0.024377130725729106,1.5704435012922693,15.412572860717773,1.1232377262832598,0,4146,17.31198329624771,0,0,0,0,0.814453125,,
0.6688199999998323,1319,,,,0,-0.0859375,-0.716796875,0.024687104396481956,1.5625092124625626,15.410501480102539,1.1100715370895342,0,4141,17.106759065337968,0,0,0,0,0.81640625,,
0.6966450000000186,1319,,,,-0.0625,-0.12890625,-1.208984375,0.024821969559673803,1.5578927005300096,15.41066837310791,1.1302131386520342,0,4138,17.41733987069593,0,0,0,0,0.822265625,,
0.7215449999999255,1319,,,,-0.14453125,0.365234375,-1.04296875,0.025255940431635565,1.5675330797328992,15.41066837310791,1.1182774277450518,0,4138,17.233402588111137,0,0,0,0,0.8203125,,
0.7628099999995902,1319,,,,0.01953125,-0.2578125,-0.90234375,0.02521811895418894,1.569985124220952,15.41349983215332,1.1961311074020342,0,4136,18.43656662317462,0,0,0,0,0.810546875,,
0.7922549999998882,1319,,,,-0.09765625,0.048828125,-1.166015625,0.025125274635135964,1.5639334555055842,15.413145065307617,1.1741584511520342,0,4134,18.09747453726321,0,0,0,0,0.814453125,,
0.8202399999997578,1319,,,,-0.041015625,0.1875,-0.900390625,0.025416160578321727,1.5613305285648895,15.410223960876465,1.1356384726287798,0,4133,17.500443201797175,0,0,0,0,0.818359375,,
